context_id	context
74	Mit der Gründung der DDR verschwand das Christliche als Bestandteil der Kindererziehung beinahe gänzlich aus den ostdeutschen Familien. In Westdeutschland blieb es dagegen noch lange erhalten. Was Religion und Kindererziehung betrifft, scheint sich der Westen dem Osten der Republik langsam anzupassen. Spielte in den alten Bundesländern bei gut der Hälfte der zwischen 1949 und 1969 Geborenen Religion eine mittlere bis sehr große Rolle im Elternhaus, so ist dieser Anteil bei den Nachwendekindern auf knapp über ein Drittel zusammengeschrumpft. Im Osten hat sich dagegen nicht viel verändert. Antworten auf die Frage „Bitte sagen Sie (…), welche Rolle in Ihrem Elternhaus die religiöse Erziehung gespielt hat“ (eigene Zusammenfassung einer Skala von 0 bis 10: 0 keine, 1-4 eher keine, 5 mittlere, 6-9 eher große, 10 sehr große Rolle), in Prozent, 2012 (Datengrundlage: Allbus5)
75	Wachsender Wohlstand allein führt demnach nicht zu größerer allgemeiner Lebenszufriedenheit. Viel entscheidender ist, ob die Menschen das Gefühl haben, gerecht behandelt zu werden. Erhebungen der Allgemeinen Bevölkerungsumfrage der Sozialwissenschaften (Allbus) belegen, dass zwei Drittel der Ostdeutschen meinen, nicht ihren gerechten Anteil am Wohlstand zu erhalten; nur ein Drittel fühlt sich fair behandelt. In den alten Bundesländern ist dieses Verhältnis umgekehrt. Eine höhere Lebenszufriedenheit stellt sich auch dann ein, wenn sich das persönliche Einkommen und der Status im Vergleich zu anderen verbessern. Ostdeutsche sind bisher jedoch vergleichsweise selten in Führungspositionen aufgestiegen.
76	Die Analyse von Lebenszufriedenheit und Faktoren die eben jene beeinflussen, hat in den Wirtschafts- und Sozialwissenschaften eine lange Tradition.  Ab den 60er und 70er Jahren des letzten Jahrhunderts gab es eine ganze Reihe an Publikationen, besonders in den Vereinigten Staaten, die sich mit Lebenszufriedenheit im weitesten Sinne auseinander setzten. Im Zuge der Ölkrise und des Bericht des Club of Romes 'The Limits To Growth' in den 1970ern wurde erstmals verstärkt nach Alternativen zum Bruttoinlandsprodukt (BIP) als Indikator für wirtschaftlichen und gesellschaftlichen Wohlstand und dem damit verbundenen Wirtschaftswachstum gesucht. Spätestens seit der Finanzkrise 2007/2008 und den darauf folgenden realwirtschaftlichen Verwerfungen hat die Diskussion um einen alternativen Indikator zum BIP der den Wohlstand einer Gesellschaft misst, wieder an Fahrt aufgenommen, bis hin zur Gründung der Enquete-Kommission 'Wachstum, Wohlstand, Lebensqualität - Wege zu nachhaltigem Wirtschaften und gesellschaftlichem Fortschritt in der Sozialen Marktwirtschaft' des Deutschen Bundestages.  Die allgemeine Lebenszufriedenheit der Individuen war eine jener Alternativen, die in den letzten Jahren wieder häufig genannt und diskutiert wurden
77	"Aufgrund der Tatsache dass die zu untersuchende abhängige Variable Lebenszufriedenheit ordinalskaliert ist, werde ich für die Regression später auf die Methodik der logistischen Regression zurückgreifen. Die zwei gängigsten Modelle sind das Logit und das Probit Modell. In beiden Fällen ist die abhängige Variable binär codiert, das heißt es existieren zwei Ausprägungen. Allgemeine Lebenszufriedenheit hat in unserem Fall jedoch 11 Kategorien, das bedeutet dass wir bevor wir die beiden logistischen Regressionsmodelle verwenden können, Lebenszufriedenheit dichotomisieren müssen. Dafür verwende ich den Median der Lebenszufriedenheit als Grenze an der entschieden wird, ob eine Beobachtung als 0 ( 1. Kategorie) oder als 1 (2.Kategorie) codiert wird. Die genauere Definition und Herleitung der logistischen Regressionsmodelle wird später in Kapitel 4 ausgeführt. Als nächsten Schritt habe ich einige weitere binäre Variablen erstellt, die für die weitere Analyse stets dichotomisiert vorkommen. Zunächst habe ich diejenigen Variablen, die bereits im Allbus Datensatz binär waren, ebenfalls mit ""0"" und ""1"" codiert. Dies betrifft die Variablen ostwest, geschlecht und immigrant. Als nächstes habe ich einige Variablen als binär eingeführt, die zuvor im originalen Datensatz mehr als zwei Kategorien hatten. Bei der Variablen ""Kinder außer Haus'""(V429 im Allbus 2012) habe ich die erste und zweite Kategorie zusammengefasst als ""1 - Person hat Kinder"" und die dritte Kategorie als ""0 - Person hat keine Kinder"", um damit die binäre Variable Kinder zu bekommen. Die Variable zu Konfessionen (V188 im Allbus 2012) habe ich ebenfalls auf zwei Kategorien reduziert und meine Variable religion erhalten mit ""0-kein Mitglied einer Religionsgemeinschaft"" und ""1-Mitglied einer Religionsgemeinschaft"". Um die Auswirkungen von Arbeitslosigkeit auf die Zufriedenheit zu messen, entschied ich mich für eine Variable, die nur zwei Kategorien haben soll und zwar ""0 - nicht arbeitslos"" und ""1 - arbeitslos"". Dafür habe ich die Variable ""Status der Nichterwerbstätigkeit"" (V259 in Allbus 2012) gewählt, weil diese als einzige im gesamten Datensatz das Merkmal [zur Zeit] ""arbeitslos"" enthielt. Die Kategorie ""Befragter ist hauptberuflich erwerbstätig"", die ursprünglich als fehlende Werte codiert war, habe ich mit den restlichen Kategorien zusammengefasst und als ""0"" codiert."
78	„Heute leben in Deutschland etwa 82 Millionen Menschen, 2060 werden es voraussichtlich nur noch 65 bis 70 Millionen sein.  Daneben kommt es zu erheblichen Veränderungen in der Altersstruktur der Bevölkerung.  Heute sind 20% der Bevölkerung 65 Jahre oder älter.  Bereits in den kommenden beiden Jahrzehnten wird der Anteil älterer Menschen deutlich steigen.  Im Jahr 2060 wird dann jeder Dritte mindestens 65 Lebensjahre durchlebt haben – jeder Siebente wird sogar 80 Jahre oder älter sein‘ sagte der Präsident des Statistischen Bundesamtes (Destatis), Roderich Egeler, im Rahmen einer Pressekonferenz zur 12. koordinierten Bevölkerungsvorausberechnung“ (vgl. Pressemitteilung Nr. 435 vom 18.11.2009 des Statistischen Bundesamtes).  Die Veränderung der Altersstruktur wird besonders deutlich, wenn man die beiden folgenden Grafiken vergleicht. Auswertung von Umfragen In diesem Kapitel soll mit Hilfe von Bevölkerungsumfragen untersucht werden, ob sich ältere und jüngere Menschen bezüglich ihrer Parteibindungen, ihrer Wahlabsichten, ihrer Einstellungen zu den bisher untersuchten Parteien, ihrer Selbsteinschätzungen und bezüglich Einstellungen zu politischen Themen unterscheiden.  Da es sich hierbei um von uns beliebig zerlegbare Individualdaten handelt, können die Älteren direkt mit den Jüngeren kontrastiert werden, d.h. diejenigen Personen, die 60 Jahre und älter sind mit denen, die höchstens 59 Jahre alt sind.
79	Auch bei dem Thema Schwangerschaftsabbruch unterscheiden sich die Meinungen von älteren und jüngeren Befragten sehr deutlich. Ältere Rheinland-Pfälzer sind deutlich stärker für das Verbot eines Schwangerschaftsabbruches als jüngere Befragte. Über die Hälfte der jüngeren Befragten geben an, dass ein Schwangerschaftsabbruch nicht verboten sein solle, bei den älteren sind es nur etwas mehr als ein Drittel der Befragten.
80	In den Jahren 1984, 1986, 1988, 1990, 1991, 1992, 1996, 1998, 2002, 2004 und 2008 wurden im ALLBUS sowohl die bei der letzten Bundestagswahl abgegebene Zweitstimme, als auch die Wahlabsicht bei der nächsten Bundestagswahl abgefragt. Aus diesen beiden Angaben kann errechnet werden, ob eine Person zweimal die gleiche Partei (=konsistente Wahl) oder zwei verschiedene Parteien (=Wechselwahl) gewählt hat. Auch diese Analyse kann einen Hinweis auf stärker schwankende Lebenszykluseffekte oder eher stabile Generationeneffekte geben. Das Ergebnis dieser Rechnung wird im Folgenden, aufgeteilt nach Parteien und nach Generationen, dargestellt.
81	Nichtwähler sind Wähler und Wähler sind Nichtwähler.  Alle Befunde1 deuten darauf hin, dass es sich bei Wahlabstinenz überwiegend um eine temporäre und nicht um eine dauerhafte Entscheidung handelt. Allerdings steigt die Wahlabstinenz auf allen Wahlebenen, wenn auch nicht kontinuierlich und gleichförmig.  Man kann von einem „Aufzugseffekt” sprechen, bei dem alle Wähler kontinuierlich zu höherer Wahlabstinenz neigen und eine (etwa) gleichmäßige Zunahme in allen Gruppen messbar ist.  Generell neigen jüngere Wähler zu geringerer Wahlteilnahme.  Die höchste Wahlbeteiligung findet man in der Altersgruppe der 60- bis 70-jährigen Wahlberechtigten.  Danach sinkt die Wahlteilnahme wieder (vor allem bei über 70-jährigen Frauen). Die Nichtwählerforschung in repräsentativen Umfragen hat eine Reihe von Problemen.  Um möglichst „echte” Nichtwähler zu befragen, hat die Konrad-Adenauer-Stiftung einen neuen Weg beschritten. Es wurden Personen erneut2 befragt, die unmittelbar nach den Bundestagswahlen 2009 und 2005 in Umfragen angaben, nicht gewählt zu haben.  In diesem Zeitfenster liegt das tatsächliche und das berichtete Wahl- verhalten nach den Erfahrungen der Meinungsforschungsinstitute sehr dicht beieinander, so dass die Chance erhöht wird, tatsächlich Nichtwähler anzutreffen.  Nichtwähler unterscheiden sich deutlich von Wählern. Bei ihnen spielt die Wahl als Ergebnis des Gefühls einer Bürgerpflicht nachzukommen, eine geringere Rolle.  Vor allem ist die Bindung an Parteien bei ihnen schwach ausgeprägt.  Fehlt die Parteiidentifikation oder ist sie, falls überhaupt vorhanden, nur schwach ausgeprägt, sinkt die Wahrscheinlichkeit, zur Wahl zu gehen.  Damit fehlt die emotionale affirmative Komponente beim Wahlverhalten.  Nichtwähler sind keine Reservestammwähler der Parteien. Genau genommen findet man bei den Nichtwählern den Typus „Stammwähler” als Ausnahme und nicht als Regel. Würden alle Parteien ihr gesamtes Nichtwählerpotential voll mobilisieren, wäre der Zuwachs nur geringfügig.  Zwar würde die Wahlbeteiligung ansteigen, doch würden sich die Wahlergebnisse so gut wie nicht verändern, da nur die Stimmenanzahl und nicht die Prozentwerte dadurch verändert würden.  Es würde außerdem für keine Partei einen strategischen Vorteil bringen, da sich die Nichtwähler relativ homogen über die Parteienlandschaft verteilen.  Die ehemaligen Nichtwähler tendieren auch aktuell stark zur Wahlabstinenz.  Dies hängt hochgradig mit einer fehlenden Bindung an Parteien zusammen.  Auch in den Nichtwahlmotiven spiegelt sich das wider.  Eine Distanz zur Politik und das Gefühl, keinen Einfluss auf Politik zu haben, sind bei ihnen deutlich häufiger vertreten als klassische Protestmotive. Parteispezifische Nichtwahlmotive sind nicht relevant.  Es gibt also keinen typischen Unions- oder SPD-Nichtwähler. Die These, dass Nichtwähler auch Wähler sind, wird dadurch gestützt, dass nur eine Minderheit von 23 Prozent der Nichtwähler von sich behauptet, grundsätzlich nicht zu wählen.
82	Die Verteilung des politischen Interesses entspricht etwa der Verteilung wie sie im Allbus 20102 für die gesamte Bevölkerung gemessen wurde. Häufig wird hingegen in Studien das Gegenteil festgestellt, nämlich dass bei Nichtwählern ein geringeres politisches Interesse vorhanden sei. Caballero bietet für diesen abweichenden Befund eine Erklärung an. Bei Umfragen zeigte sich, dass Befragte mit stärkerem Politikinteresse eher zu den „unaufrichtigen” Nichtwählern zählen, also zu den Befragten, die trotz Abstinenz behaupten, an einer Wahl teilgenommen zu haben. Neben dem gesteigerten politischen Interesse haben diese Personen ein höheres Bildungsniveau, eine stärkere Parteibindung, eine größere Akzeptanz der Wahlnorm und verfügen intensiver über das Gefühl, politisch wirken zu können. In einer Untersuchung in der Schweiz war es besonders der gut situierte obere Mittelstand, der zum Overreporting neigte. Die „randständigen” Bevölkerungsschichten tendieren dazu, wahrheitsgemäß anzugeben, ob sie gewählt haben oder nicht.
83	Europäische Union. Welchen Ordnungsrahmen braucht Europa?  Reicht die Währungsunion oder muss sich Europa stärker zur Fiskalunion entwickeln?  Markus Demary, Volkswirt beim Institut der deutschen Wirtschaft Köln (IW), versuchte auf einem Symposium eine Antwort zu geben.
84	Verzerrte Wahrnehmung - Verteilungsdebatte.  Deutschland paradox: Während die Mehrheit der Bundesbürger die Einkommens- und Statusunterschiede im Lande kritisch sieht, bewerten die meisten ihre persönliche Lage als positiv.  Eigentlich ist die wirtschaftliche Situation in Deutschland sehr gut, von den meisten europäischen Nachbarn werden wir jedenfalls beneidet.  Auch die Entwicklung der Ungleichheit lässt nach einem Anstieg um die Jahrtausendwende wieder optimistisch in die Zukunft blicken. Trotz der guten Wirtschaftslage und Aussichten war der Bundestagswahlkampf aber von einer heftigen Verteilungsdebatte geprägt.  Mindestlohn, Mütterrente, Rente mit 63 – auch der Koalitionsvertrag wird von Gerechtigkeits- und Verteilungsthemen beherrscht. Doch warum?
85	Fragt man die Deutschen dagegen, wo sie sich selbst finanziell einordnen, sehen sich laut der Allgemeinen Bevölkerungsumfrage der Sozialwissenschaften (ALLBUS) 2012 mehr als 60 Prozent der Befragten als Mitglied der Mittelschicht – das ist der höchste Wert seit der Wiedervereinigung. Dazu kommen weitere 10 Prozent, die sich in die obere Mittelschicht eingruppieren. Dieses – vollkommen andere – Bild der Gesellschaftsstruktur in Deutschland bestätigt sich, wenn sich die Bundesbürger nicht nach Einkommen, sondern in eine Hierarchie einordnen (Grafik): Nahezu 80 Prozent der befragten Bundesbürger sehen sich in der oberen Hälfte einer zehnstufigen Oben-Unten-Skala. Die Verteilung der Antworten ähnelt auffällig stark Typ D der Gesellschaftsformen. Diesen haben gerade einmal 20 Prozent der Bevölkerung als zutreffend gewählt. Diese optimistische Selbsteinschätzung zeigt sich auch in anderen Studien: In der Studie des Sozio-oekonomischen Panels haben knapp 60 Prozent der Befragten ihren materiellen Lebensstandard als durchschnittlich angegeben. Rund ein Viertel schätzt seine Situation sogar als eher besser oder sehr viel besser ein. Nur 15 Prozent sehen sich eher schlechter als der Durchschnitt und lediglich 2 Prozent sehr viel schlechter. Die Einschätzung der Bundesbürger ist also ziemlich widersprüchlich: Die Menschen vermuten eine ungleiche Gesellschaftsstruktur in Deutschland, ihre eigene Lage aber bewerten sie wesentlich besser. Und das spiegelt sich auch in der Beurteilung der wirtschaftlichen Lage Deutschlands wider: In der aktuellen ALLBUS sehen 60 Prozent der Befragten ihre eigene wirtschaftliche Lage als gut oder sogar sehr gut an. Bei der Bewertung der „Lage der Nation“ tun dies aber lediglich 43 Prozent.
86	In getrennten Diskursen werden derzeit in Wissenschaften und Gesellschaft zwei Themen immer wieder diskutiert: der demographische Wandel und die „Wiederkehr der Religionen“.  Der Artikel zeigt anhand von Daten der ALLBUS-Befragung 20021 - aus denen wir ausgewählt und Schaubilder erstellt haben - auf, dass sich beide Phänomene (und eine Reihe weiterer Fragen) klären lassen, wenn der Zusammenhang zwischen Religiosität und Geburtenverhalten berücksichtigt wird.
87	Die Gegenüberstellung der Selbsteinschätzung der Religiosität der Befragten von 1 (nicht religiös) bis 10 (sehr religiös) mit der Anzahl ihrer Kinder beschreibt einen deutlichen Zusammenhang. Von durchschnittlich 1,44 Kindern bei Befragten, die sich als nicht religiös bezeichnen, steigt die Kinderzahl auf 1,9 Kinder bei Befragten, die sich als sehr religiös einschätzen, an. Der Anstieg ist dabei deutlich, aber nicht völlig durchgängig. Bei Befragten, die sich als wenig (2, 4) oder auch ziemlich religiös (6, 7) einschätzten, liegen die durchschnittlichen Kinderzahlen unter dem Wert der dezidiert Nichtreligiösen. Wird die Frage der religiösen Praxis - hier: des Betens - gestellt, werden Zusammenhang und auch Auffälligkeiten noch deutlicher. Die durchschnittliche Kinderzahl der nie betenden Befragten liegt demnach nur noch bei 1,39, diejenige der täglich Betenden dagegen bei 2,06.
88	"Demographen beobachten seit Jahrzehnten auch in Deutschland einen negativen Zusammenhang von Geburtenzahl und Bildung - umso formal gebildeter die Menschen, umso niedriger die durchschnittliche Kinderzahl. Kaum ein Phänomen wird in den derzeitigen demographischen Debatten in Deutschland so häufig zitiert wie das der „kinderlosen Akademikerin“. Geradezu eine „klassische“ Annahme der Säkularisierungstheorien besteht zudem in der Vermutung, dass höhere Bildung auch zu abnehmender Religiosität führe. Würden sich beide Annahmen so bestätigen, würde die Bildung zur entscheidenden Variable avancieren, denn vornehmlich aus ihr würden dann sowohl niedrige Kinderzahl wie auch geringe Religiosität resultieren. Die erste Annahme wird durch das ALLBUS-Datenmaterial bestätigt: mit steigender formaler Bildung nimmt die durchschnittliche Zahl der Kinder deutlich ab. „Aus der Reihe“ fällt entlang dieser Annahme allenfalls die unterdurchschnittliche Zahl von Kindern bei den Befragten mit Realschulabschluss. Keine überzeugenden Belege finden sich jedoch für die zweite Annahme – die Vermutung, dass steigende Bildung direkt zu abnehmender Religiosität führe. So ist der Anteil der Befragten, die sich als „nicht religiös“ einstufen nicht etwa unter den Befragten mit Hochschulreife, sondern unter den Befragten mit Realschulabschluss am höchsten, gefolgt von den Befragten ohne Schulabschluss, die auch den niedrigsten Anteil derjenigen aufweisen, die sich als „sehr religiös“ einschätzen. Selbst wenn wir die Werte der ""sehr Religiösen"" und der ""Religiösen"" zusammenfassen stellt es sich nicht grundlegend anders dar. Nach der Summierung bezeichnen sich immerhin 53,9% derjenigen Befragten ohne Schulabschluss und 59% der Haupt- oder Volksschulabsolventen als ""(sehr) religiös"", während nur 47,7% der Befragten mit Fachhochschulreife und 46,1% der Befragten mit Hochschulreife dies tun. Der niedrigste zusammengefasste Wert aus ""Religiösen"" und ""sehr Religiösen"" aber wird mit 45,4% von den Realschulabsolventen erreicht. Für die Annahme, dass steigende allgemeine Bildung generell zu abnehmender Religiosität führe, ist damit weiterhin kein eindeutiger Zusammenhang erkennbar. So liegt der zusammengefasste Wert der Befragten mit Haupt- oder Volksschulabschluss höher als der der Befragten ohne Abschluss, am kleinsten ist der zusammengefasste Anteil an Religiösen und sehr Religiösen unter Realschulabsolventen."
89	Es besteht jedoch kein Anlass, aus einer ähnlichen Selbst- und Elterneinschätzung der Religiosität eine „Kopie“ des religiösen Verhaltens abzuleiten. Vielmehr scheint es, als sei womöglich das religiöse Interesse weitergegeben oder sogar belebt worden - nicht aber unbedingt die religiöse Praxis. Denn vergleicht man die Einschätzungen der Befragten zur Religiosität der Eltern mit deren eigener Bethäufigkeit, verwischt der prägende Einfluss des Elternhauses ein wenig. Wo religiöse Praxis fehlte, wurde sie selten vermisst: So wuchsen rund drei Viertel (74%) der Befragten, die nicht beten, bei Müttern auf, die selbst nicht oder wenig religiös eingeschätzt wurden. Nur sehr selten nahmen Befragte nicht religiöser Mütter später eine Praxis regelmäßigen Betens auf.
90	Die wahrgenommene Qualität der Gesellschaft in Ost- und Westdeutschland Die Unterschiede zwischen den alten und neuen Bundesländern haben sich auch in anderen wohlfahrtsrelevanten Bereichen noch keineswegs eingeebnet.  Dies dokumentiert sich darin, wie bestimmte gesellschaftliche Gegebenheiten wahrgenommen werden.  Damit ist die dritte genannte Dimension von Wohlfahrt angesprochen: die „Qualität von Gesellschaft“.  Auch diese Dimension hat „objektive“ und „subjektive“ Komponenten – objektiv auf der Aggregatebene, auf der zum Beispiel die Kriminalitätsbelastung oder die Lebenserwartung gemessen werden kann, subjektiv auf der individuellen Ebene, wenn individuelle Bewertungen über die soziale Umwelt erhoben werden. Deutliche Unterschiede zwischen Ost und West zeigen sich beispielsweise in der subjektiven Schichteinstufung (vgl. Habich und Noll 2008), darin, inwieweit man glaubt, seinen gerechten Anteil an der Verteilung des Wohlstands der Gesellschaft zu erhalten (Scheuer 2008) oder in der Wahrnehmung von Konﬂikten zwischen verschiedenen Gruppen in der Gesellschaft (vgl. Delhey 2000).
91	Die Angaben darüber, wie sich Personen in eine vorgegebene Rangordnung sozialer Schichten einstufen, geben vor allem Aufschlüsse darüber, wie verschiedene Bevölkerungsgruppen innerhalb der Gesellschaft ihren eigenen Status im Vergleich zu anderen wahrnehmen und bewerten, welchem sozialen Milieu sie sich zuordnen und aus welcher Perspektive sie am gesellschaftlichen Leben partizipieren (vgl. Noll 1998). Die Unterschiede in der Struktur der sozialen Schichtung qua Selbsteinstufung waren und sind noch eklatant (Abbildung 6). Während sich für die neuen Bundesländer eine pyramidenförmige Schichtstruktur mit einer breiten Basis ergibt, wie sie für Arbeitergesellschaften charakteristisch ist, weist die Verteilung in den alten Bundesländern die typische Zwiebelform einer Mittelschichtgesellschaft auf. Der Zeitvergleich (1991–1998–2008) macht darüber hinaus deutlich, dass sich diese unterschiedlichen Bilder der Selbstwahrnehmung innerhalb der Gesellschaft trotz aller objektiven Veränderungen in Ostdeutschland nur langsam angleichen. Im Jahr 2008 identifiziert sich noch eine knappe Mehrheit der Bevölkerung in Ostdeutschland mit der Arbeiterschicht; 1991 lag der Anteil bei 59 Prozent. Inzwischen ordnen sich 46 Prozent der Befragten der Mittelschicht zu – ein Anstieg um neun Prozentpunkte seit 1991. In Westdeutschland betrachten sich dagegen 2008 wie bereits 1998 und 1991 um die 30 Prozent aller Bürger zur Arbeiterschicht zugehörig, und mehr als jeder Zweite identifiziert sich mit der Mittelschicht.
92	Vermutlich spielt die Sozialisation in unterschiedlichen Gesellschaftssystemen ein Rolle. Über das Ausmaß der relativen Deprivation in Ostdeutschland geben die Befunde zur Frage Auskunft, ob und inwieweit man glaubt, den „gerechten Anteil an der Verteilung des Wohlstandes“ zu erhalten. Zu Beginn der 90er Jahre äußerten noch mehr als acht von zehn ostdeutschen Bürgern die Meinung, sie würden „sehr viel oder etwas weniger“ als den ihnen eigentlich zustehenden Anteil erhalten. In Westdeutschland dagegen lag der entsprechende Anteil bei lediglich 35 Prozent (Abbildung 7). Zehn Jahre später schien ein beachtlicher Teil dieser „Gerechtigkeitslücke“ zwischen Ost und West geschlossen zu sein – der Anteil derjenigen Ostdeutschen, die ihren Anteil am Wohlstand als gerecht empfinden, hatte sich auf 40 Prozent mehr als verdoppelt. Inzwischen wird das Thema der sozialen Gerechtigkeit allerdings wieder kritischer gesehen, sowohl in Ost- als auch in Westdeutschland. Im Jahre 2008 fühlen sich mehr als zwei Drittel der Ostdeutschen und vier von zehn Westdeutschen bezüglich ihres Anteils am Wohlstand als ungerecht behandelt.
93	Die Jahre 1989 und 1990 stellten in den postkommunistischen Gesellschaften Osteuropas nicht nur eine politische Zäsur sondergleichen dar.  Sie bedeuteten auch einen Einschnitt in die religiöse Entwicklung dieser Länder. Unser Autor, Religionssoziologe an der Universität Münster, bietet einen aufschlussreichen Überblick zum religiösen Wandel in Osteuropa.  Dabei ist einerseits nach Ländern und Konfessionen zu unterscheiden.  Andererseits lassen sich durchaus bestimmte Trends erkennen und soziologisch erklären.
94	Schon mit Blick auf die Dimension der institutionalisierten Religiosität (die in der Soziologie des Christentums auch unter dem Begriff Kirchlichkeit gefasst werden kann), hier abgebildet anhand der Indikatoren Konfessionszugehörigkeit, Kirchgangshäufigkeit und Vertrauen in die Institution Kirche, wird deutlich, dass die Region Ostmittel- und Osteuropa nicht als homogene Einheit aufgefasst werden kann (Tabelle 1). Zum einen lässt sich feststellen, dass die Zugehörigkeitsraten in Abhängigkeit von der vorherrschenden konfessionellen Tradition differieren, indem sie in den katholisch verfassten Staaten insgesamt deutlich über denen der Länder mit protestantischer Tradition liegen. Die Unterschiede treten hier noch deutlicher zutage, als das in Westeuropa der Fall ist. Da sich das Niveau schon zu Beginn der 1990er-Jahre unterschied, lässt sich daraus folgern, dass es der katholischen Kirche während der Zeit der kommunistischen Herrschaft besser als den protestantischen Kirchen gelungen ist, zumindest eine Art informeller bzw. gefühlsmäßiger Bindung zu den Menschen dergestalt aufrecht zu erhalten, dass es nach dem Ende der Repression zu einer nennenswerten Wiederbelebung auf diesem Gebiet kommen konnte. Zweitens zeigt sich, dass sich die Situation in den Nachfolgestaaten der Sowjetunion und zum Teil Jugoslawiens durch eine besonders starke Wachstumsdynamik auszeichnet, wobei hier direkte (aufgrund von Bevölkerungsbewegungen) und indirekte (im Zuge der kulturellen Abgrenzung von den Nachbarregionen oder zwischen Mehrheitsgesellschaften und Minoritäten) Folgen der Nationenbildung eine entscheidende Rolle gespielt haben dürften.
95	Esoterische Überzeugungen und Ansätze der Lebensbewältigung sind heute selbstverständlicher Teil der Alltagskultur.  Beobachtet werden sie nicht nur bei Menschen, die sich außerhalb der Kirchen religiös verorten, sondern immer wieder auch bei Kirchenmitgliedern. Dieses Phänomen hat viel Aufmerksamkeit gefunden und teils zur Erwartung einer rapiden Ausbreitung moderner Individualisierungsprozesse geführt.  Mögliche Grenzen derselben, etwa im Kontext exklusivistischer Religiosität, haben dagegen kaum Beachtung gefunden.  Sie sind Gegenstand der vorliegenden explorativen Studie.  Nach Vorüberlegungen zu den Konzepten individualistischer und exklusivistischer Religiosität geht diese anhand von zwei Untersuchungssträngen der Frage nach dem Zusammenhang zwischen einer Zugehörigkeit zu einer spezifischen Glaubensgemeinschaft und der individuellen Haltung gegenüber Esoterik nach: Einerseits werden die Positionen verschiedener Glaubensgemeinschaften (Neuapostolische Kirche, Pfingstler, Zeugen Jehovas, römisch-katholische Kirche, evangelische Kirche) gegenüber Esoterik komparativ untersucht.  Andererseits werden die persönlichen Haltungen von Anhängern und Mitgliedern der Gemeinschaften gegenüber verschiedenen esoterischen Überzeugungen und Praktiken verglichen.  Erwartungsgemäß ergeben beide Untersuchungsstränge Unterschiede zwischen den Gruppen, die sich im Wesentlichen entsprechen.  Vergleiche zwischen den Gruppen und mit ALLBUS 2002-Daten für Westdeutschland bestätigen u.a. die Erwartung einer hohen Ablehnung von Esoterik unter Zeugen Jehovas und Pfingstlern und damit auch die Grenzen moderner Individualisierungsprozesse.  Ergänzende korrelative Analysen zum Verhältnis von Zentralität der Religiosität sowie Gottesbild und Haltung gegenüber Esoterik ergeben schwache, jedoch durchweg konsistente Zusammenhänge.
