doc_id	text	is_variable	variable	uuid
LAWXJA	Erodiert die gemeinsame Basis von SPD und Gewerkschaften, besteht die Möglichkeit eines sich selbst verstärkenden Prozesses: Während die SPD auch aus wahltaktischen Überlegungen heraus nur bedingt Politik für die Gewerkschaften machen kann, entziehen Gewerkschaftsmitglieder ihr wegen der damit einhergehenden Enttäuschung das Vertrauen und die Stimme, womit es für die SPD noch unattraktiver wird, ihre Politik an den Interessen dieser Klientel auszurichten.	0	No	585a77be-63d5-4f49-97a9-eb49bebd6dd2
CCDOYV	Insbesondere analysieren wir, wie die unterschiedlichen Einstellungen innerhalb der Mittelschicht polit-ökonomisch erklärt werden können.	0	No	96375042-fe6f-400e-b548-62ee3a390140
LAWXJA	Männer stellten aber nur 54 Prozent der abhängig Beschäftigten.	0	NoSkip	c4620367-d0c3-4a24-a304-e973badbd951
BFRLPR	Es wird deutlich, dass die Einschätzung der eigenen wirtschaftlichen Situation mehrheitlich positiv gefärbt ist und zudem noch über die Jahre hinweg einen relativ konstanten Verlauf zeichnet.	1	12-Yes,10-No,11-No	d33aef32-8915-447a-a5fa-3c5bb0207264
HR5JMA	 Der Anteil derjenigen, denen ein türkischer Nachbar unangenehm wäre, ist seit 1996 sogar angestiegen, im Westen von 33 auf 38% und im Osten von 43 auf 49%.	1	295-Yes,292-No,296-No	4a9625c5-9443-497b-8c76-f9be91b513dc
HMWVUJ	Nur knapp die Hälfte aller ALLBUS-Befragten ist sehr oder ziemlich zufrieden, ein Viertel „etwas zufrieden“ und der Rest „etwas“, „ziemlich“ beziehungsweise „sehr“ unzufrieden mit der Demokratie (GESIS, 2009, S. 58).	1	18-Yes,16-No,17-No	fdcd0c9b-b212-467c-b1a0-63ff0b750227
ACGAHQ	Es teilt sich in fünf Kategorien auf, wobei die ‚18- bis 29-Jährigen‘ hier als adoleszent angenommen werden. 	0	No	65e9351d-c9ad-456b-a44a-ce13604577c1
NBRXEJ	Die Zufriedenheit mit der Demokratie hat etwas zugenommen, aber insbesondere hier ist eine gleichbleibende Ost-West-Differenz deutlich.	1	18-Yes,ost_west-Yes,16-No,17-No	d8f3d751-ae52-40c6-a2c2-7d67119b000a
NEGGBA	Die hohe Betroffenheit von Arbeitslosigkeit zeigt sich auch bei Betrachtung eines anderen Indikators, der in beiden Befragungen erhoben wurde: Bezogen auf die letzten zehn Jahre geben 68,6 % der Schuldner an, mindestens einmal arbeitslos gewesen zu sein, in der Allgemeinbevölkerung sind es nur 24,1 % bzw. (27,5 %; kompatible Bundesländer).	1	891-Yes,770-No	13f626c3-ba73-482c-8aaa-7276f8a8c8e8
OEZUSL	Angesichts der Wirtschafts- und Finanzkrise droht das Vertrauen in die Marktkräfte zu schwinden – es kommen stärkere Zweifel am Segen einer Marktwirtschaft auf. 	0	No	1fb708c9-a015-4890-bae0-654c79500593
TAQKHA	Parteispezifische Nichtwahlmotive sind nicht relevant. 	0	No	d7dbeb97-6666-44c6-9648-c72a718f1ccd
RSM5HH-LPKUTF	 Allerdings ist die Zustimmung zur Leistungsbezogenheit der bundesdeutschen Einkommensverteilung auch bei den sozial benachteiligten Gruppen nicht unbeträchtlich.	0	No	b3bac651-3d2e-41e0-a06b-08a0adf1a104
RSDCYN	Dafür verwende ich den Median der Lebenszufriedenheit als Grenze an der entschieden wird, ob eine Beobachtung als 0 ( 1. Kategorie) oder als 1 (2.Kategorie) codiert wird.	0	No	d22d13a1-6c8a-4753-a879-a4092ef531f0
NEGGBA	Eine Trennung vom Partner oder von der Partnerin bzw. eine Scheidung kann einer Insolvenz ebenso vorangehen wie auch nachfolgen.	0	No	5103fcd8-0ee9-453a-b4ff-a3848df7d692
JEWJU2	 Ein wesentlicher Grund dürfte in der religiösen Sozialisation liegen, da in der Altersgruppe über 75 Jahren signifikant häufiger die Glaubensentwicklung als stetig und gleichbleibend stark bezeichnet wird und außerdem häufiger die Eltern bereits konfessionell gebunden und regelmäßigere Gottesdienstbesucher waren, was sich auch im höheren Gottesdienstbesuch in der Kindheit niederschlägt, wie es die Daten des ALLBUS belegen. 	0	NoSkip	32a5f8e3-b407-4cd5-87fe-f8b5ed813be1
TAQKHA	Bei Umfragen zeigte sich, dass Befragte mit stärkerem Politikinteresse eher zu den „unaufrichtigen” Nichtwählern zählen, also zu den Befragten, die trotz Abstinenz behaupten, an einer Wahl teilgenommen zu haben.	0	No	66c80fdb-1f94-4169-9a62-18b587ab68ea
LAWXJA	Unter ihnen wuchs der Organisationsgrad seit 2006 um 3,4 Prozentpunkte, während er unter den weiblichen Arbeitnehmern im gleichen Zeitraum lediglich um 1,8 Prozentpunkte zunahm.	0	No	7eba0448-10ea-40d8-b7e9-91bf3d7f62cd
T0K035	Aussagen, dass der Kinderwunsch im Kern noch immer auf die Zwei-Kind-Familie orientiert [ist], scheinen nicht mehr ganz zutreffend geworden zu sein“. 	1	1602-Yes,1600-No,1601-No	3b691fac-82b9-4904-bbe3-f52c04e6f395
LAWXJA	Inwieweit diese Trendwende nachhaltig sein wird, hängt davon ab, ob die relativen Gewinne in solchen Gruppen überdurchschnittlich ausfallen, deren Anteile an der Gesamtbeschäftigung zunehmen.	0	No	3787cda5-16b0-4d5f-a7d2-0e2cbf87daaa
NEGGBA	Für das Bildungsniveau sind geringe Unterschiede zwischen den Schuldnern und der Allgemeinbevölkerung zu berichten: Während die Schuldner zu 20,3 % ein hohes Bildungsniveau aufweisen (Fachabitur bzw. Abitur), sind es in der Allgemeinbevölkerung 25,8 %, in den kompatiblen Gebieten 23,5 %.	1	746-Yes,747-No	f0faa5d2-5303-4ec1-9cb5-0e1ce78735f2
ACGAHQ	Das ‚mittlere Äquivalenzeinkommen‘ beinhaltet die Befragten der beiden mittleren Quartile. 	0	NoSkip	b792e374-49fd-4df1-8be2-fb5efc8bf034
HR5JMA	Ein im Osten gleich großer, im Westen etwas kleinerer Anteil (34 %) der befragten Deutschen sieht dies eher nicht so. 	0	No	a552782b-0b7e-44c0-a51c-b39ee770872e
RSM5HH-LPKUTF	In einer geschlechterbezogenen Perspektive ist der Zustimmungsgrad in diesem Kontext in der Gruppe der Frauen deutlich – um rund zwölf Prozentpunkte – niedriger als bei den Männern.	0	NoSkip	5fbc948b-5050-46a4-80b0-7e953443fdf5
HBNVVBM	Im Jahr 2008 lag der Nettoorganisationsgrad – der Anteil der gewerkschaftlich organisierten Arbeitnehmer an allen abhängig Beschäftigten – bei 19,3 Prozent.	1	1818-Yes,1819-No	01d1421d-0ec4-420e-a8eb-637c7f05f40c
NEGGBA	Enorme Abweichungen zwischen den Schuldnern und der Allgemeinbevölkerung existieren bezüglich des Familienstandes: Während 42,0 % der Schuldner geschieden sind bzw. getrennt vom Partner leben, sind es in der Allgemeinbevölkerung nur 9,8 %; mit einem Partner leben dementsprechend deutlich weniger Schuldner (48,8 % zu 72,8 %).	1	955-Yes,959-No	43520fad-4dac-405c-b0ae-7d03b6d1ab2c
RSDCYN	Die zwei gängigsten Modelle sind das Logit und das Probit Modell.	0	No	19864632-05d1-427c-bfc9-cbb296bb4ceb
TQVSTD	Nur sehr selten nahmen Befragte nicht religiöser Mütter später eine Praxis regelmäßigen Betens auf.	0	No	9000940e-0457-4ac3-8a17-1ecd158ca37d
LAWXJA	Die Gewerkschaften befinden sich in Deutschland offenbar im Aufwind.	0	No	db418225-da08-4350-95b5-199320541678
YZTDWQ	Für die statistische Auswertung wurden die Antworten zu folgenden drei Variablen zusammengefasst: a) „Anzahl an Items, von denen die Person ‚viel’ oder ‚etwas’ hält“, b) „Anzahl an Items, von denen die Person ‚gar nichts’ hält“, und c) „Anzahl an Items, die die Person nicht kennt oder zu denen sie keine Meinung hat“.	0	No	c0be08a4-144a-4118-ae63-fe14b0349c0e
ALJCOL	Fünf Jahre später und nach einer Verdoppelung der Anzahl der in Privathaushalten verfügbaren Computer (s.o.) ändert sich an diesem Verhältnis nur wenig. 	0	No	8acfb93f-6a3a-473d-9334-7d7045fb1114
RYQOVR	„Heute leben in Deutschland etwa 82 Millionen Menschen, 2060 werden es voraussichtlich nur noch 65 bis 70 Millionen sein. 	0	No	dcb988f6-e246-4a1c-b13b-602272d08b15
TAQKHA	Generell neigen jüngere Wähler zu geringerer Wahlteilnahme. 	0	No	255694b7-e527-49a0-9a3e-99ad4a54dee4
UNIXKD	Während sich für die neuen Bundesländer eine pyramidenförmige Schichtstruktur mit einer breiten Basis ergibt, wie sie für Arbeitergesellschaften charakteristisch ist, weist die Verteilung in den alten Bundesländern die typische Zwiebelform einer Mittelschichtgesellschaft auf.	0	No	20fd42d8-c6ed-49e8-baa4-c579aadeb96d
BVYIFS	Es ist zu überprüfen, ob dieser Befund zur (regionalen) Identität von unseren Daten bestätigt wird und wenn ja, ob damit einhergehend auch eine Regionalisierung der beiden anderen Dimensionen von citizenship festzustellen ist.	0	No	8e9fab1b-c130-41a5-8ba3-69da9e04f44e
RSDCYN	"Die Kategorie ""Befragter ist hauptberuflich erwerbstätig"", die ursprünglich als fehlende Werte codiert war, habe ich mit den restlichen Kategorien zusammengefasst und als ""0"" codiert."	0	No	8585d6da-35b1-45d2-a33a-e408c28fb1c4
ACGAHQ	Die Faktoren haben ein arithmetisches Mittel von 0 und eine Standardabweichung von 1. 	0	No	5a0342fb-2e57-42aa-8343-34f1c4eb1ef1
FAGECO	Das so entstehende Modell wird mit BETAMIX-Modell bezeichnet. 	0	No	0f1d995c-0acb-46bd-bf4b-4d873c882160
NEGGBA	Möglich ist, dass durch eine Trennung/Scheidung finanzielle Probleme beispielsweise aufgrund von Unterhaltszahlungen entstehen.	0	No	3304e1a2-52f6-4b08-b3fd-c5defc044792
GCXAVY	Im ALLBUS ist das Trennungsjahr nicht erfasst, in der Teilstichprobe LV1 der Lebensverlaufsstudie nur in bestimmten Fällen.	0	No	106e08fa-0bd4-489b-8ace-ab84809cb55b
LAWXJA	Zuletzt stellten die beiden älteren Kohorten die höchsten Anteile an der Anzahl der Gewerkschaftsmitglieder, zwischen 1994 und 2000 waren es hingegen die beiden mittleren Kohorten.	0	NoSkip	59677e42-e3a6-4261-8a3b-a1046239b6a9
HR5JMA	 Eine vergleichbare Entwicklung ist auch bei der sozialen Distanz der Deutschen zu diesen Gruppen zu beobachten, die mit zwei Fragen erfasst wird. 	0	No	b31399c8-0c6b-4060-ac58-a0bd72edacd1
FRGYGR	„Muss der Staat dafür sorgen, dass man auch bei Krankheit, Not, Arbeitslosigkeit und im Alter ein gutes Auskommen hat?“	1	182-Yes,184-No,207-No,210-No	2a20356f-d3e2-47b2-ad05-93e9e9ab937d
715HPH	 Geringfügig zugelegt hat – im Vergleich der Daten des Allbus (Allgemeine Bevölkerungsumfrage der Sozialwissenschaften) von 1992 und des Religionsmonitors von 2007 – auch die Zustimmung zur Aussage „Es gibt einen Gott, der sich mit jedem Menschen persönlich abgibt“: von 38 auf 42 Prozent in Westdeutschland, von 14 auf 15 Prozent in Ostdeutschland. 	1	568-Yes,569-No,572-No,623-No	7f27b038-5459-4f8a-9c03-1d8abcfa5451
TQVSTD	So liegt der zusammengefasste Wert der Befragten mit Haupt- oder Volksschulabschluss höher als der der Befragten ohne Abschluss, am kleinsten ist der zusammengefasste Anteil an Religiösen und sehr Religiösen unter Realschulabsolventen.	1	746-Yes,747-No	7074b1c7-4e8c-4c41-9e20-6eff589f630d
HR5JMA	 Im Einzelnen sind dies: ob die in Deutschland lebenden Ausländer ihren Lebensstil ein bisschen besser an den der Deutschen anpassen sollten, ob sie wieder in ihre Heimat zurückgeschickt werden sollten, wenn Arbeitsplätze knapp werden, ob ihnen jede politische Betätigung in Deutschland untersagt werden sollte und ob sie sich ihre Ehepartner unter ihren eigenen Landsleuten auswählen sollten. 	0	NoSkip	5ae7a047-680f-4077-8101-505fba6e5151
LAWXJA	Seit 2004 lautet die Frage: „Darf ich Sie fragen, ob Sie derzeit Mitglied einer Gewerkschaft sind?“	1	1818-Yes,1819-No	f4c003fd-e94b-471d-9955-7ae9d1960030
RSM5HH-LPKUTF	 War noch Mitte der 1990er-Jahre (1995: 55,0 %) bzw. Anfang der 2000er-Jahre (2001: 46,0 %) gemäß Allensbach-Befunden ungefähr (etwas mehr bzw. etwas weniger als) die Hälfte der bundesdeutschen Bevölkerung der Meinung, dass die soziale Gerechtigkeit in Deutschland „in den letzten drei, vier Jahren“ abgenommen habe, zeigen die Sozialstaatssurvey-Ergebnisse entsprechende Prozentwerte in Höhe von rund drei Vierteln (2005: 78,7 %, 2006: 76,5 %, 2007: 73,2 %, 2008: 75,3 %).	0	No	e4b41a35-ae78-4c07-819d-f9dbc088fe34
TOCIUQ	Trotz der guten Wirtschaftslage und Aussichten war der Bundestagswahlkampf aber von einer heftigen Verteilungsdebatte geprägt. 	0	No	8efd5ea9-9f43-4870-b892-dcb6c85ffba0
JEWJU2	 Ältere Menschen machen außerdem häufiger die Erfahrung, dass Gott in ihr Leben eingreift (Erfahrungsdimension). 	0	No	e77e5a34-28fb-463c-9a36-4b88a5c39553
GCXAVY	Metaanalysen mit Originaldaten bieten insbesondere den Vorteil, für den Vergleich verschiedener Studien einheitliche Modellspezifikationen und Auswertungskonzepte verwenden zu können, und eine Reihe weiterer Vorzüge.	0	No	4f617ddf-0ecd-4de9-8c96-3fc04e4236ec
LAWXJA	Beim Blick auf die Mitgliederstruktur der Gewerkschaften in Abbildung 1 fällt auf, dass das relative Mitgliederwachstum seit dem Tiefstand im Jahr 2006 vor allem von den männlichen Arbeitnehmern getragen wurde.	0	No	42e82e4d-3e3f-4fdc-8253-e2b22633231f
NBRXEJ	Im Vergleich sind heute mehr Bürger am politischen Geschehen interessiert als noch vor gut drei Jahrzehnten.	0	No	dc605a48-9808-4d92-a299-1db9f5dcf863
OFMAAV	„Es ist für ein Kind sogar gut, wenn seine Mutter berufstätig ist und sich nicht nur auf den Haushalt konzentriert.“	1	341-Yes,339-No	3331a74f-8fc5-45cc-919a-bfe3dd0caf84
NEGGBA	Zwischen den drei Gebieten existieren signifikante Unterschiede im Bildungsstand der Befragten: In den neuen Bundesländern fällt der Anteil an Personen mit niedriger Bildung (kein Schulabschluss, Volksschul- bzw. Hauptschulabschluss) am geringsten aus, in Hessen liegt der Anteil an Schuldnern mit hoher Bildung am höchsten.	0	No	fc16e8cc-48db-4e4a-8144-97fc771b9fa8
FAGECO	Die vorliegende Arbeit befasst sich mit der Verwendung einer ﬂexibleren diskreten Verteilung zur Modellierung der zweiten Komponente: eine spezielle Form der Betabinomialverteilung. 	0	No	9e2de5d2-127b-456e-b3fd-01a9aeafe282
LAWXJA	Frauen arbeiten häufiger in Bereichen, die in den letzten Jahren zum Beschäftigungswachstum beitrugen: im Gesundheits- und Sozialwesen sowie im Erziehungs- und Unterrichtswesen(Brenke, 2015, 84).	0	No	768b6144-688a-43ec-986c-47526176ce96
FAGECO	happy: allgemeine Zufriedenheit (von 0: sehr unzufrieden bis 10: sehr zufrieden)	1	545-Yes,16-No	4cfc32e4-17ab-4ed9-8304-19d40fc3d0f4
RSM5HH-LPKUTF	 Des Weiteren wurde – ebenfalls auf einer Vierer-Skala (1 = keine Zustimmung, …, 4 = volle Zustimmung) – die Frage, ob Politiker die Interessen der Bevölkerung vertreten würden, im Durchschnitt mit 2,7 Punkten (d. h. „eher keine Zustimmung“) eher negiert 	1	131-Yes,126-No,127-No	8fa66f42-7ef7-42ec-b242-4d45c5c958eb
YZTDWQ	Vergleiche zwischen den Gruppen und mit ALLBUS 2002-Daten für Westdeutschland bestätigen u.a. die Erwartung einer hohen Ablehnung von Esoterik unter Zeugen Jehovas und Pfingstlern und damit auch die Grenzen moderner Individualisierungsprozesse. 	0	No	5f38357c-c6ca-4c4d-9cf2-f10544fe3497
HBNVVBM	Gewerkschaftsmitglieder akzeptieren Rangunterschiede demnach in gleicher Weise wie Nicht-Organisierte.	1	1818-Yes,206-Yes,207-No	d9e0db85-2d9a-4c25-99b4-658288dede60
NEGGBA	Eine Hohe Bildung scheint insofern kein Faktor zu sein, der vor der Verbraucherinsolvenz schützt.	0	No	eb6d8e1a-d8a4-4490-afa6-2c78e4b8b3ff
RYQOVR	Da es sich hierbei um von uns beliebig zerlegbare Individualdaten handelt, können die Älteren direkt mit den Jüngeren kontrastiert werden, d.h. diejenigen Personen, die 60 Jahre und älter sind mit denen, die höchstens 59 Jahre alt sind.	0	No	f5e9b421-e5a6-4ef7-aeab-7fac7d052962
RYQOVR	Bereits in den kommenden beiden Jahrzehnten wird der Anteil älterer Menschen deutlich steigen. 	0	No	2c362815-a420-46c1-aa81-35abd9fd3a5e
RSDCYN	"Um die Auswirkungen von Arbeitslosigkeit auf die Zufriedenheit zu messen, entschied ich mich für eine Variable, die nur zwei Kategorien haben soll und zwar ""0 - nicht arbeitslos"" und ""1 - arbeitslos""."	0	No	391f142c-c075-4348-903d-747ca319d8a5
NEGGBA	Auch die negativen Wege „Rücksichtslosigkeit“ und „Bestechung“ werden von den Schuldnern als wichtiger eingestuft.	1	188-Yes,198-Yes,195-No	cd1f1844-4187-490e-a3eb-3f7bda4f3513
NBRXEJ	Seit 1991 zeigt sich, dass das politische Interesse der unter 30-Jährigen immer unterhalb des Niveaus der erwachsenen Bevölkerung ab 30 Jahren liegt.	1	21-Yes,729-Yes,23-No	ce7134c1-ad22-4b3b-910e-af836478a374
WEGIYK	Dabei ist einerseits nach Ländern und Konfessionen zu unterscheiden. 	0	No	33c2e645-9af6-47de-9445-83e4f0c81090
LAWXJA	Derzeit altert die Erwerbsbevölkerung, sie nimmt aber noch nicht ab (Brenke, 2015).	0	No	6dc12012-af78-48c7-a0a3-6f66cda0c1da
HBNVVBM	Bei den Aussagen „Nur wenn die Unterschiede im Einkommen und im sozialen Ansehen groß genug sind, gibt es auch einen Anreiz für persönliche Leistungen“ und „Ich finde die sozialen Unterschiede in unserem Land im Großen und Ganzen gerecht“ bestehen zwischen Mitgliedern und Nicht-Mitgliedern durchaus Unterschiede.	1	205-Yes,207-Yes,204-No	fd36da35-2e01-461c-8532-156170338ab0
TOCIUQ	Und das spiegelt sich auch in der Beurteilung der wirtschaftlichen Lage Deutschlands wider: In der aktuellen ALLBUS sehen 60 Prozent der Befragten ihre eigene wirtschaftliche Lage als gut oder sogar sehr gut an.	1	12-Yes,10-No	f20aeb23-0d62-45e7-b7ef-1709ead915b0
TQVSTD	„Aus der Reihe“ fällt entlang dieser Annahme allenfalls die unterdurchschnittliche Zahl von Kindern bei den Befragten mit Realschulabschluss.	1	746-Yes,1504-Yes,747-No	a47877ab-de35-41ca-94ae-b95838c2540e
TQVSTD	Der Anstieg ist dabei deutlich, aber nicht völlig durchgängig.	0	No	891ac4e2-72f3-4c77-9d8e-2c44dc281b3a
FAGECO	Die Präferenz bezieht sich auf eine wohlüberlegte Wahl einer der Kategorien der ordinalen Skala. Die Unentschlossenheit der Befragten wird dabei mit Unsicherheit bezeichnet. 	0	No	6849f508-de3a-4b61-a86a-c02b82bd70d1
CCDOYV	Unsere Ergebnisse zeigen, dass, neben der traditionellen sozialstaatskritischen Einstellung der Selbständigen, insbesondere Bildung und berufstypische Arbeitslogiken (technisch, organisatorisch oder personenbezogen) für unterschiedliche Einstellungen in der Mittelschicht verantwortlich sind.	0	No	6ba1c395-1bdd-4a11-b1de-76a9ca232719
UNIXKD	Die wahrgenommene Qualität der Gesellschaft in Ost- und Westdeutschland	0	No	0fd2ba45-9026-43e2-aa03-782ae8813d7b
RSDCYN	Als nächstes habe ich einige Variablen als binär eingeführt, die zuvor im originalen Datensatz mehr als zwei Kategorien hatten.	0	No	81e0fb55-9cae-49b3-ba70-031bcffcaef6
HN55EX	 Wenn Sozialpolitik Gerechtigkeit fördern soll, wird es notwendigerweise komplex. 	0	No	2194ef86-a520-4043-ac2a-7b2a30a745d5
NBRXEJ	Im Zeitraum um die Vereinigung Deutschlands war das politische Interesse dabei am höchsten, allerdings hat es bald danach deutlich nachgelassen.	0	No	92151175-5b98-4bcd-8158-8eed73a17301
OFMAAV	Ostdeutsche sind bisher jedoch vergleichsweise selten in Führungspositionen aufgestiegen.	0	No	ccb78bb9-9d50-42ec-899b-f8174b9fca68
FRGYGR	Etwa 66 Prozent aller Befragten betrachten die sozialen Unterschiede im Großen und Ganzen als ungerecht(stimme eher/voll zu gegenüber stimme eher nicht/gar nicht zu), 79 Prozent halten die Verteilung der wirtschaftlichen Gewinne für ungerecht (stimme eher/voll zu gegenüber stimme eher nicht/gar nicht zu), 88 Prozent sehen den Staat im Fall von Krankheit, Not, Arbeitslosigkeit und im Alter in der Verantwortung (stimme eher/voll zu gegenüber stimme eher nicht/gar nicht zu), und schließlich plädieren 32 Prozent für die Ausweitung der Sozialleistungen (gegenüber der Kürzung der Sozialleistungen oder eines Beibehaltens des Status quo).	1	207-Yes,184-Yes,182-Yes,210-Yes,149-No	dc623490-e984-4adb-8c58-ffd2e256e6eb
FRGYGR	Bei den Einstellungen der Bürger zum Sozialstaat, die zu Beginn der 1990er Jahre deutlich unterschiedlich ausfielen, lässt sich in unseren Daten aber durchaus eine Angleichung von Ost und West feststellen.	0	No	d905c69e-a0be-4eef-8668-1243e30736b3
TAQKHA	Damit fehlt die emotionale affirmative Komponente beim Wahlverhalten. 	0	No	c117b7b0-5dd6-4d33-8edd-185efab1aa75
WEGIYK	Da sich das Niveau schon zu Beginn der 1990er-Jahre unterschied, lässt sich daraus folgern, dass es der katholischen Kirche während der Zeit der kommunistischen Herrschaft besser als den protestantischen Kirchen gelungen ist, zumindest eine Art informeller bzw. gefühlsmäßiger Bindung zu den Menschen dergestalt aufrecht zu erhalten, dass es nach dem Ende der Repression zu einer nennenswerten Wiederbelebung auf diesem Gebiet kommen konnte.	0	No	98af5a69-5602-4c46-a85a-6f8f5f42f13e
GCXAVY	Bei den Ehen aus der Mannheimer Scheidungsstudie handelt es sich generell um die erste Ehe der Befragungsperson.	0	No	4b9cbab8-00d9-494d-b417-6ff784b8279c
8LVAT7	 Um die Frage zu prüfen, ob signifikante Schichteffekte vorliegen, wurden lineare Regressionsanalysen durchgeführt und die Nettoeffekte der subjektiven Schichtzugehörigkeit bei gleichzeitiger Kontrolle der Region (Ost-, Westdeutschland), des Alters der Befragten sowie ihrer Einkommensposition und schulischen Qualifikation ermittelt (Tabelle 3). 	0	No	9ff4bbbf-3d11-4415-a82c-80a943a03b7d
TAQKHA	Die ehemaligen Nichtwähler tendieren auch aktuell stark zur Wahlabstinenz. 	0	No	84fba8c6-8cf0-43c3-9bec-238484d63eec
TOCIUQ	Reicht die Währungsunion oder muss sich Europa stärker zur Fiskalunion entwickeln? 	0	No	cc005808-d3e4-42a2-8036-db2dec5da624
YZTDWQ	Erwartungsgemäß ergeben beide Untersuchungsstränge Unterschiede zwischen den Gruppen, die sich im Wesentlichen entsprechen. 	0	No	b5b166fe-e502-4d96-8edc-60b45d971e11
HR5JMA	Lediglich die Forderung nach einer etwas stärkeren Anpassung der Ausländer an deutsche Gepflogenheiten wird von den Personen mit höherer formaler Bildung mittlerweile fast genauso häufig unterstützt wie von den Personen mit einem niedrigeren allgemeinbildenden Schulabschluss.	1	746-Yes,744-No	38323e79-07e6-4f49-9042-087b85a8cbf5
NEGGBA	In den beiden westdeutschen Gebieten liegt das Einkommen signifikant höher als in Ostdeutschland.	0	NoSkip	86102c32-d149-400b-9dcc-496372af9294
GCXAVY	Im Unterschied zu den zuvor genannten Studien ist aber bekannt, ob der Ehepartner früher schon einmal verheiratet war.	0	No	cf2866a7-6677-4f09-860e-41dc28a2454a
TAQKHA	In diesem Zeitfenster liegt das tatsächliche und das berichtete Wahl- verhalten nach den Erfahrungen der Meinungsforschungsinstitute sehr dicht beieinander, so dass die Chance erhöht wird, tatsächlich Nichtwähler anzutreffen. 	0	No	4dc0b36a-91a6-440c-a74c-4085c3ccbe8d
YYH7G1	In der Soziologie ist die These, dass differentielle Belohnungen in Form von Einkommen und Prestige als Anreize für die Leistungserfüllung in unterschiedlich relevanten und anspruchsvollen Rollen und Positionen erforderlich und damit legitim seien, aus der funktionalistischen Schichtungstheorie bekannt. 	0	No	1cc05921-b994-4e94-b724-1e873092296d
TAQKHA	Es würde außerdem für keine Partei einen strategischen Vorteil bringen, da sich die Nichtwähler relativ homogen über die Parteienlandschaft verteilen. 	0	No	7c63da92-01d2-47e8-9e76-58ca9221d817
HN55EX	 Es scheint also sinnvoll, den Zusammenhang von Gerechtigkeit und Sozialpolitik etwas grundsätzlicher zu analysieren. 	0	No	c0aa84db-a4c3-4c48-86c5-d47f3d8b8e69
JEWJU2	 Auch die eigene Einschätzung, ob man sich für religiös hält, wird bei den über 75-Jährigen signifikant höher eingeschätzt als in den jüngeren Kohorten – interessanterweise verschwindet diese Charakteristik in der eigenen Selbsteinschätzung als spirituell, was mit der alltagsweltlichen Füllung des Begriffs insbesondere im Blick auf seine nicht institutionalisierten Eigenschaften auf der einen und dem vermutlich kaum gebrauchten Begriff „Spiritualität“ bei den älteren Kohorten zusammenhängen dürfte. 	1	580-Yes,581-Yes,584-No,585-No,586-No	f82b2f00-273d-418c-93bd-780c2504fdf8
BFRLPR	"Wie die unterschiedliche Beurteilung von auf den ersten Blick verwandten Sachverhalten geklärt werden kann, und warum die Umfrageergebnisse z.B. nicht mit der weit verbreiteten Meinung, wir hatten ""immer weniger im Portemonnaie"" übereinstimmen, analysiert eine im Jahre 1997/1998 in Frankfurt durchgeführte empirische Studie Die Studienergebnisse dokumentieren, dass beide Beurteilungen Resultat unterschiedlicher Wahrnehmungsquellen sind."	0	No	cc27da36-227c-4c5e-bf12-88636dddb978
UNIXKD	Die Unterschiede zwischen den alten und neuen Bundesländern haben sich auch in anderen wohlfahrtsrelevanten Bereichen noch keineswegs eingeebnet. 	0	No	8adc3944-ec24-4152-a318-8bed98fbd540
HBNVVBM	Viele Gewerkschaften forcieren deshalb die Werbung neuer Mitglieder. 	0	No	8d6f8025-c38b-4ed0-a9fc-3de03c7aa38b
RYQOVR	Daneben kommt es zu erheblichen Veränderungen in der Altersstruktur der Bevölkerung.	0	No	666d7732-a4eb-4617-bb69-4103ed66f538
TQVSTD	So ist der Anteil der Befragten, die sich als „nicht religiös“ einstufen nicht etwa unter den Befragten mit Hochschulreife, sondern unter den Befragten mit Realschulabschluss am höchsten, gefolgt von den Befragten ohne Schulabschluss, die auch den niedrigsten Anteil derjenigen aufweisen, die sich als „sehr religiös“ einschätzen.	1	580-Yes,746-Yes,747-No	5a64e9b9-3f6c-43c0-980d-83b263cdf1d2
TAQKHA	Fehlt die Parteiidentifikation oder ist sie, falls überhaupt vorhanden, nur schwach ausgeprägt, sinkt die Wahrscheinlichkeit, zur Wahl zu gehen. 	0	No	75d08007-f5c8-4a85-b30a-cbd6137a02c3
OFMAAV	Spielte in den alten Bundesländern bei gut der Hälfte der zwischen 1949 und 1969 Geborenen Religion eine mittlere bis sehr große Rolle im Elternhaus, so ist dieser Anteil bei den Nachwendekindern auf knapp über ein Drittel zusammengeschrumpft.	1	740-Yes,737-No	43b5465b-e86e-4b00-a9ec-64ab9f4748d2
HR5JMA	 Die Meinungen darüber, wie das Nebeneinander unterschiedlicher Kulturen in der deutschen Gesellschaft zu bewerten ist, gehen also auseinander, wobei keine klare Mehrheitsmeinung zu erkennen ist. 	0	No	ab6805d8-c6f7-4a3e-b064-9088be5812ff
UNIXKD	Dies dokumentiert sich darin, wie bestimmte gesellschaftliche Gegebenheiten wahrgenommen werden. 	0	No	8232c4a6-7647-48c7-81a3-a4b5ad8ad3f3
GCXAVY	Bei den Ehen aus dem ALLBUS, aus dem GGS und aus der Lebensverlaufsstudie bezieht sich diese Information nur auf die Befragungsperson.	0	No	69903ead-04a6-421f-89ac-74e1436fb03d
