sentence	is_variable	variable	research_data	doc_id	uuid	lang
Bei der Klassifizierung wird hier Koch (2002: 13) gefolgt, der zwischen Adress-Random (getrennter Adressenvorlauf; geringster Ermessenspielraum), Random-Route (Vorgabe einer Brutto-Anzahl) und Standard-Random (Vorgabe einer Nettozahl; höchster Ermessenspielraum) unterscheidet.	1	exploredata-ZA4460_Varq532a	ZA4460	12715	ac6aa884-bb37-44de-a3cc-bce8b9d3e669	de
Die Emanzipation und Beteiligung der Frauen am Produktionsprozess war in der sozialistischen Ideologie eine wichtige Voraussetzung für das Überleben des Sozialismus und die Befreiung der Frau aus der Abhängigkeit vom Mann (Bebel 1929).	0			39445	5c80c513-1d73-4382-be57-d7195859d377	de
Diese Analyse wird durchgeführt, um die vermutete Differenz in den Einstellungen zur Müttererwerbstätigkeit genauer zu analysieren.	1	unk	ZA4600	39445	01d07102-508c-4fc3-b01e-08253d31675c	de
The main sources of error for the MSE are specification error, frame error and non-response error on the side of bias; sampling mostly affects the variance of the estimate.	0			39802	3f24b4e7-38da-4bd5-b5c2-60d0e8a4fcf0	en
Cultural norms, values, and experiences influence the processing of the different tasks respondents have to fulfill in an interview (Johnson et al., 1997).	0			49153	1befa903-144b-4fa0-9c33-112d2fca7a49	en
Education seems actually to foster more immobility than change, hence contributing to maintaining the actual social inequalities as found in the various countries.	1	exploredata-ZA5890_VarEDUCYRS;exploredata-ZA5890_VarFDEGREE	ZA5890	57227	d88a4357-ca8d-4417-bf98-e6d21c1d3d96	en
Die wenigen Fälle gegenläufiger Bewegungen zwischen Partei und ihrem Kandidaten betreffen einmal Rainer Barzel, den kurz vor der vorgezogenen Bundestagswahl 1972 erfolglosen Initiator eines konstruktiven Misstrauensvotums gegen Willy Brandt sowie Gerhard Schröder, dessen Valenz 2002 im Gegensatz zu derjenigen seiner Partei und zum Zweitstimmenergebnis noch anstieg.	0			56981	c592a509-e50c-46f6-a0dc-0efcd9be4db2	de
Wie bereits erwähnt, nannten manche der Befragten nur eine Gruppe, andere mehrere.	1	exploredata-ZA5254_Varanswer	ZA5254	61162	967846be-41aa-4b15-97a3-c82a1af48293	de
This analysis demonstrates that the association between respondents’ education and occupation has remained stable in most of the ISSP countries, or even declined in a good share of them.	1	exploredata-ZA5890_VarEDUCYRS;exploredata-ZA5890_VarISCO88	ZA5890	57227	036134a3-d9a8-42c7-883f-5ecb3f3baadc	en
Weiterhin wird geprüft, welche Rolle sozialstrukturelle Merkmale für das subjektive Wohlbefinden spielen.	0			21312	b2ff6992-c462-4841-ad41-d25cb063d64e	de
Weil sich das Faktorenmodell bei kategorialen Indikatoren auf die zugrundeliegenden Variablen Xijk* bezieht, Meßinvarianz aber für die beobachteten Indikatoren Xijk definiert ist, müssen die Schwellenwerte für die Indikatoren über alle Gruppen gleich sein: ν νjk j= .	0			20515	c97b33d5-4439-4e55-a36a-8901d32ea912	de
In Kontrast zueinander stehen die „ostdeutsche Mutti“, die Kind und Erwerbstätigkeit vereinte und dabei gesellschaftliche und materielle Unterstützung erhielt, und die westdeutsche „Rabenmutter“, eine Bezeichnung, die berufstätige Mütter als egoistisch und karriereorientiert brandmarkte (Merkel 1994: 359).	0			39445	c5d29dca-4cec-45b7-8a5e-34aba5e8df49	de
Then, the German government announced the vision of Energiewende, in other words, the energy transition plan.	0			61806	61000578-8201-448e-9214-366b79190c88	en
Damit die Indikatoren in allen Staaten dasselbe messen, müssen die Faktorladungen (die sich hier auf die zugrundeliegenden Variablen beziehen) über alle Gruppen identisch sein: λ λjk j = .	0			20515	3c2f1057-645e-4234-8d36-20312270bf54	de
(2) Is this effect modified by the perception of media hostility?	0			55534	c7ac166d-393a-4ff2-b3ca-c30ad9a1750a	en
This survey has been conducted every second year since 1980, and for a nominal fee the data are available for scientific research.	0			34392	caa4c170-7635-447e-8118-2d20b032507e	en
Als überzeugte Anhänger gelten dabei alle die Personen, die angeben, über eine Parteiidentifikation zu der jeweiligen Partei zu verfügen (die Parteiidentifikation ist eine langfristige kognitive und affektive Bindung an eine Partei) und bei der letzten Wahl und allen zukünftig abgefragten Wahlen die entsprechende Partei wählen zu wollen.	1	exploredata-ZA2301_Varv96;exploredata-ZA2301_Varv11;exploredata-ZA2301_Varv14	ZA2301	51381	2d267130-2d6d-4197-9453-064860d92edf	de
In our view, the failure of the pre-election polls is primarily due to the limits of measurement of the dependent variable (Sonntagsfrage) and the confounding with a second variable of interest, the likelihood of voting.	0			39802	328d3999-65b5-4ef6-b349-33b67940a02a	en
Wir stellen zuerst unsere Ergebnisse für die räumliche Dimension vor und prüfen, inwieweit sie unserem Vorwissen über die Links-Rechts-Ordnung der deutschen Parteien entspricht und inwieweit diese Ordnung über die Jahre stabil geblieben ist.	0			56981	c6908c85-7dcf-429d-9a2b-3ca8569a3f5f	de
Seite 14 ISI 51 – Februar 2014 auch die wahrgenommenen Konsequenzen eines Arbeitsplatzverlustes – beispielsweise die erwarteten Wiederbeschäftigungschancen – in die Bewertung einzufließen.	0			37769	20798a53-811c-4ab5-a213-d008ac3e38f6	de
‘Don’t know’ responses were treated as missing responses and were excluded from the analysis.	1	exploredata-ZA4972_Varv86;exploredata-ZA5852_Varqa2_2	ZA5852;ZA4972	61604	ef945282-0a36-4128-bb81-34ba83151d9b	en
REML provides more accurate variance estimates in the case of smaller sample sizes, especially when the number of estimated parameters increases [42].	0			61806	2f5b297b-2b99-4eaf-8c0e-d3dc4fccc450	en
One of the core challenges is the functional equivalence of the constructs and indicators used.	0			61751	18fc0022-5b01-46b0-b707-258ea89040eb	en
Schließlich haben wir die Befragten noch nach ihrer grundsätzlichen politischen Orientierung unterschieden: Personen, die ihre eigenen Überzeugungen als links einstufen (Skalenpunkte 1-3), die große Gruppe derer in der Mitte (4-7) und diejenigen, die ihre Überzeugungen als rechts einstufen (Skalenpunkte 8-10).	1	exploredata-ZA5254_Varanswer;unk	ZA5254	61162	18266c10-21f7-4051-b0d7-d5ae89bca5ab	de
Wir vergleichen dabei die Wahrnehmung von lokal-räumlichen, unmittelbaren Belastungen wie Luft- und Wasserverschmutzung mit der Wahrnehmung von eher weitreichenden Problemen wie dem Klimawandel.	1	exploredata-ZA5500_Varv17	ZA5500	51971	1a1a066e-48b2-4305-9e26-a722a5b86826	de
Auf Länderebene zeigt sich, dass der ökologische Footprint von wirtschaftlich höher entwickelten Gesellschaften zwar meist größer ist als der von Gesellschaften mit niedrigerer Wirtschaftsleistung (York et al. 2003).	0			51971	0be531e7-830b-4f88-b32d-1b7035ad73ef	de
For each party, this is calculated as the absolute value of the difference between the survey result and the election result.	1	exploredata-ZA4600_VarV534	ZA4600	39802	31df4958-287e-4369-ba90-8a53663e5a4c	en
Es wird also geprüft, ob zwei Individuen aus derselben Welle sich ähnlicher in Bezug auf Postmaterialismus sind als zwei Individuen aus unterschiedlichen Wellen.	0			12715	07889156-3c42-44ac-9fb9-beaef418af47	de
Fourth, to compare the explanatory power between sociodemographic and psychometric factors, we get two adjusted R2 values, which are calculated by regression analyses for each of Model 1 (five sociodemographic variables) and Model 2 (five psychometric ones) (see the last three rows in Table 2).	1	exploredata-ZA4976_Varv105;exploredata-ZA4233_Varv668;exploredata-ZA4976_Varv72;exploredata-ZA4976_Varv114;exploredata-ZA4976_Varv130;exploredata-ZA4976_Varv88;exploredata-ZA4233_Varv671;exploredata-ZA4976_Varv507;exploredata-ZA4976_Varv107;exploredata-ZA4233_Varv670;exploredata-ZA4976_Varv106	ZA4233;ZA4976	61806	88590cbe-8148-4b68-818e-53182e9d1b30	en
Ähnlich verhält es sich mit dem Bildungsniveau des Befragten.	1	exploredata-ZA2459_Varv614	ZA2459	21312	23d9d141-9d9d-4d72-81b1-44034aae57a4	de
Gleiches gilt für die Konfessionen.	1	exploredata-ZA4600_VarV524	ZA4600	39445	6128930e-3075-41bc-b789-6202d4f9ef06	de
In this section we test the extent to which socio-demographic and background characteristics explain different attitudes by estimating several OLS regression models predicting discrimination (Model 1), social distance (Model 2), attitudes towards consequences of labor migration for the local labor markets (Model 3), attitudes towards granting socioeconomic and political rights to foreign workers (Model 4), and perception of competition over socioeconomic resources (Model 5).	1	unk		19926	51c0a2c8-51f5-4fea-8c0a-a50d8713b71c	en
As a whole, the ratio of nuclear power in electric power production to 2009, pre-Fukushima, is lower than that in nuclear power generation in 2012 after the Fukushima accident.	0			61806	93c5489f-9426-4547-8896-ccfc6e6964e2	en
It was introduced by Blinder (1973) and Oaxaca (1973), has been used in hundreds of empirical studies ever since, and is covered in standard textbooks of labour economics (e.g. Cahuc/Zylberberg 2004: 280ff.).	0			34392	459052f0-3ac2-4d08-b8bc-3cb433f008c5	en
Der Halte-Effekt der lokalen Bindungen ist stärker ausgeprägt, wenn das Paar zusammenlebt, verkehrt sich jedoch ins Gegenteil, wenn der Partner bzw. die Partnerin wegziehen möchte.	0			34546	8f256bfd-2c9a-44a1-affd-5abc132e0afd	de
Section 4 is devoted to the decomposition of the difference in unionization over the years and between western and eastern Germany.	0			34392	006ecf69-2f53-4c51-acfe-42788968c10d	en
Zur Modellidentifikation werden in Mplus die Konstanten der Messgleichung auf null fixiert, d.h. diese können nicht frei geschätzt werden.	0			20515	ebcabc5f-9f9a-45dc-a768-d09da80c9050	de
Thus, the most important change might actually be the remarkable diversity in the extent to which affluent democracies have experienced rising immigration.	0			30861	52e920e3-8b55-4eff-b858-0b0978f1a46b	en
Die dazu erforderlichen Reformen stellen jedoch insbesondere in Ostdeutschland eine Gefahr für die Unterstützung der Demokratie dar, wenn sie die persönliche wirtschaftliche Lage der Bürger als bedroht erscheinen lassen.	1	exploredata-ZA3693_Varv131;exploredata-ZA3904_Varv556;unk	ZA3693;ZA3904	21372	95d44734-86e2-466f-8337-d42a13c4f5fd	de
Das Potenzial einer Partei ergibt sich aus der Wählerschaft.	0			51381	40fb2edc-917d-466d-9244-0fc32e73c52b	de
This means that the EU had no intention to decrease nuclear power energy.	0			61806	ec92c0a0-c2f9-491c-916a-77c531c1f175	en
The EU27 saw a 4.7% relative increase in preparedness of its citizens to pay more for products from developing countries to support the people living there, from 47.3% in 2011 to 49.5% in 2015.	1	exploredata-ZA6644_Varqa6;exploredata-ZA5565_Varqd10	ZA5565;ZA6644	61598	811213e0-e53c-48e9-81a8-2cbc04831f16	en
In the first step, we deal with the problem of item equivalence.	0			61751	ea3346c9-a31a-4d3f-8556-4d12a5dd3883	en
Die ALLBUS-Daten erlauben es, die Erfahrung von Kontakten mit Ausländern in der deutschen Bevölkerung von 1980 bis 2016 zu verfolgen (Grafik 5).	0			51380	726ba52a-a58a-442b-bb5c-e15209e46574	de
The use of single-variable indicators and/or scales for the measurement of religiousness raises the question of the statistical relationship between different indicators or scales.	0			61751	e73d5d4d-8003-44c1-8e1e-1af6a4ff29cd	en
Es steht zu erwarten, dass erst ein umfassender Wirtschaftsaufschwung zu einer durchgreifenden Verbesserung der Demokratiezufriedenheit führen wird.	1	exploredata-ZA4056_Varv238;exploredata-ZA3693_Varv131;exploredata-ZA4056_Varv239;exploredata-ZA4056_Varv243;exploredata-ZA4056_Varv230;exploredata-ZA4056_Varv234;exploredata-ZA4056_Varv231;exploredata-ZA4056_Varv228;exploredata-ZA4056_Varv229;exploredata-ZA4056_Varv241;exploredata-ZA4056_Varv236;exploredata-ZA4056_Varv237;exploredata-ZA4056_Varv244;exploredata-ZA4056_Varv235;exploredata-ZA4056_Varv232;exploredata-ZA4056_Varv240;exploredata-ZA4056_Varv242;exploredata-ZA4056_Varv233	ZA4056;ZA3693	21372	43b893a8-a286-459b-80e7-1e6123732f4a	de
Yet, previous empirical research bestows no explicit attention on attitudes towards the market.	0			57506	495a0182-bc65-472e-90a7-623dddd105b2	en
In short, according to SJT, the disadvantaged support societal systems/tradition because a system justification motive that operates in the opposite direction to people’s interests causes them to do so.	1	exploredata-ZA5400_VarV66;exploredata-ZA5400_VarV53	ZA5400	73106	bd28ad80-60fb-4453-9b2e-911d54520125	en
Die Überprüfung der Messinvarianz der Indikatoren hat hier dazu geführt, dass die (onehin knappe) Zahl der Einheiten auf Ebene 2 (Staaten) nicht mehr zur Anwendung mehrebenenanalytischer Verfahren ausreicht.	1	exploredata-ZA3296_Varv270;exploredata-ZA3296_Varv277;exploredata-ZA3296_Varv282;exploredata-ZA3296_Varv285	ZA3296	20515	465a6a31-2dab-4ff1-aebd-9a81b0fb3cc6	de
More positive accounts concerning the evaluation of the EU were obtained by some studies on the quality press (Koopmans & Statham, 2010; Trenz, 2007).	0			55534	25e9762c-d3c3-4894-9b9a-3704de720b7b	en
(Robuste) χ 2 -Differenzentests zwischen hierarchisch geschachtelten Modellen sind nicht über alle imputierten Datensätze möglich, weshalb diese nicht zum Modellvergleich herangezogen werden können.	0			20515	38e93e34-255b-40da-8dd3-aecfabe487b6	de
Pre-election polls do not necessarily implement either.	0			39802	2b9ac226-edbd-4705-85c6-38b0aec5c12f	en
Eine zweite große Gruppe von Zuwanderern stellen Aussiedler mit deutschen Wurzeln dar, die eine rechtliche Sonderstellung einnehmen und aufgrund ihrer deutschen Volkszugehörigkeit die deutsche Staatsangehörigkeit erhalten.	0			51380	be948bbf-d95f-4043-ae88-19626af720c3	de
Versucht man, die Chancen und Risiken auf dem Arbeitsmarkt in Europa zusammenfassend zu beschreiben, ist zunächst festzustellen dass sich die – objektiv gemessenen – Risiken in den letzten Jahren im Schnitt geringfügig vergrößert und die Chancen leicht verringert haben.	0			37769	29f95c98-4d35-4894-88c6-627f0b54ff23	de
Consequently, social constructs are rarely investigated in their comprehensive scope and multidimensionality.	0			61751	3f7d62d0-c1a1-4d08-9214-6481413fd9bf	en
Demgegenüber vergleicht Douglas moderne ökologische Weltuntergangsprophetien mit den Apokalypsen in verschiedenen religiösen Schriften, nur dass diese neuen Szenarien nunmehr »rational« denkende und handelnde Individuen ansprechen.	0			51971	6159c355-2974-49ad-a762-8a24cdc59c63	de
The second measure is about the delivery of services.	0			57506	e5f3c25a-1dab-48f4-a8d0-d06c4f978019	en
Moreover, the Wald Z test suggested the statistical significance of variance at the country level.	0			61806	cab05c8a-714e-4201-99ad-069c94a47d45	en
Secular and traditional, and left oriented respondents were more likely (than their orthodox and right-center oriented counterparts) to condemn discrimination.	1	exploredata-ZA2800_VarV160;exploredata-ZA2800_VarV161;exploredata-ZA2800_VarV162;unk;exploredata-ZA2800_VarV175;exploredata-ZA2800_VarV159;exploredata-ZA2800_VarV178;exploredata-ZA2800_VarV158;exploredata-ZA2800_VarV47;exploredata-ZA2800_VarV176;exploredata-ZA2800_VarV262;exploredata-ZA2800_VarV177;exploredata-ZA2800_VarV174;exploredata-ZA2800_VarV112	ZA2800	19926	e9eca3ae-bdff-44ef-a5c3-221c5b7f6d7f	en
Diese erreichten in den 1990er Jahren bei zwei aufeinanderfolgenden Landtagswahlen um die 10 Prozent der Stimmen, konnten auf Bundesebene jedoch nicht daran anknüpfen.	1	exploredata-ZA2301_Varv11	ZA2301	51381	d0cbdadd-697d-4a22-8b48-0a2338c06809	de
Fragen zum individuellen Migrationsverhalten werden im Zusammenhang mit Arbeitslosigkeit normalerweise anhand mikroökonomischer Modelle der Migration analysiert (Pissarides/Wadsworth 1989; Molho 1995; Böheim/Taylor 2002; Ahn et al. 1999).	0			34546	dda9276c-fa7f-4d56-9aa1-ee7cc10643b4	de
Einer der wesentlichen Gründe ist sicherlich die Kinderbetreuungssituation (Hank et al. 2003; Geisler/Kreyenfeld 2006).	0			39445	787f0877-4fda-491a-9766-d05e07d7e9dd	de
Man kann erwarten, dass der Grad der sozialen Einbettung mit der Länge des Aufenthalts steigt.	0			34546	e7f58e7f-94a1-49b6-90ac-fd8cac6367c3	de
Die Ergebnisse bestätigen die Erwartungen, die aus der Neuen Haushaltsökonomie und der Theorie sozialer Netzwerke abgeleitet wurden und stehen in Konfl ikt mit den Erwartungen, die aus der mikroökonomischen Theorie stammen.	0			34546	de92951b-cdf8-4236-ae56-e88eb22fd417	de
Der zweite Fall war 1980 gegeben: Kanzler Helmut Schmidt war sowohl hinsichtlich der Distanz als auch der Valenz in einer günstigen Position und sein Herausforderer Franz Josef Strauß wurde von allen Kanzlerkandidaten der Union am weitesten rechts eingestuft und auch sein Valenzwert lag weit unter dem seiner Partei.	1	exploredata-ZA5431_VarV105;exploredata-ZA5431_VarV108;exploredata-ZA5431_VarV117;exploredata-ZA5431_VarV115;exploredata-ZA5431_VarV107;exploredata-ZA5431_VarV112;exploredata-ZA5431_VarV103;exploredata-ZA5431_VarV114;exploredata-ZA5431_VarV104;exploredata-ZA5431_VarV106;unk;exploredata-ZA5431_VarV116;exploredata-ZA5431_VarV110;exploredata-ZA5431_VarV109;exploredata-ZA5431_VarV111;exploredata-ZA5431_VarV113	ZA5431	56981	18c5bddd-3582-4e3f-85e6-1ec1d7566aba	de
Diejenigen, die sich auf dieser Skala als „links“einstufen, sind häufig mit ihrem Leben unzufriedener.	1	exploredata-ZA2459_Varv19;exploredata-ZA2637_Varv433;exploredata-ZA2637_Varv431	ZA2637;ZA2459	21312	c3033fc1-cb47-4718-9240-7145b91fc7f2	de
Weil zu diesen Erhebungsformen jedoch fast keine Informationen bei den untersuchten Surveys vorliegen, ist nicht klar, welche Institute welche dieser Erhebungsformen verwenden, und somit kann keine Vermutung im Vorfeld darüber angestellt werden, welches Institut den Postmaterialismus-Index in welcher Weise beeinflusst.	1	exploredata-ZA4460_Varq532a	ZA4460	12715	67a71725-16c7-4488-a152-dfd001ba7247	de
The direction of change is towards a lesser inequality in all 8 countries, save for Bulgaria, where it actually increased.	1	exploredata-ZA5890_VarV6;exploredata-ZA5890_VarV72;exploredata-ZA5890_VarV70	ZA5890	57227	b6845a2c-7748-4e8d-a837-361cf07c51a8	en
That said, in his discussion of frustration-aggression theory, Klandermans (1986: 199) argues that dissatisfaction “is neither a necessary nor a sufficient condition for participation”.	0			35933	40f2893f-2cf7-45d5-a765-a478b7cd3e6d	en
Tabelle 3 enthält die Zustimmung zu den Vorurteilsindikatoren auf Basis der imputierten Datensätze.	1	exploredata-ZA3296_Varv270;exploredata-ZA3296_Varv277;exploredata-ZA3296_Varv282;exploredata-ZA3296_Varv285	ZA3296	20515	2628c45e-dc06-4449-b20e-6065f4f4e9d2	de
Support of increase beyond the EU’s promise declined the most in Poland, from 14.0% in 2011 to 7.0% in 2015.	1	exploredata-ZA5565_Varqd3;exploredata-ZA6644_Varqa5;exploredata-ZA6644_Varp7pl_r	ZA5565;ZA6644	61598	99e40bb0-55e9-4d6a-84de-d4f98ea93dd7	en
Nur eine Minderheit von 7% (Ostdeutschland 8%) möchte die Zuwanderung von Asylsuchenden und auch politisch Verfolgten unterbunden sehen, die Einstellung, dass eine Begrenzung erfolgen sollte, ist allerdings weit verbreitet.	1	exploredata-ZA5250_Vareastwest;exploredata-ZA5250_Varmi02;exploredata-ZA5250_Varmi06	ZA5250	51380	ea365b6c-e35b-48b1-8fdb-f334afee7a68	de
There are also weak signs that employees with a university degree are more likely to never have joined a union (in the ALL-BUS data) whereas being male and having had a personal experience of unemployment decreases the probability of ‘never-membership’ (in the ESS data).	1	exploredata-ZA3700_VarV519;exploredata-ZA3700_VarV548	ZA3700	35933	ac787816-4698-4712-bd3d-67d4fad877f2	en
Um diese Frage zu beantworten, haben wir verschiedene lineare Regressionsmodelle geschätzt.	0			61162	0a27cca4-76a2-428b-b820-aac8d360f85c	de
Further significant relationships restricted to western Germany are found for blue collar workers and civil servants and for an employee’s father being a blue collar worker.	1	exploredata-ZA2140_VarV163;exploredata-ZA2140_VarV3;exploredata-ZA2140_VarV401;exploredata-ZA3762_VarV670;exploredata-ZA2140_VarV293;exploredata-ZA3762_VarV400;exploredata-ZA3762_VarV3	ZA3762;ZA2140	34392	f06a2941-68db-485e-b257-00c389f679fe	en
Is it just or unjust – right or wrong – that people with higher incomes can buy better health care than people with lower incomes?	1	exploredata-ZA5400_VarV38	ZA5400	57506	b629b56b-886b-41d6-90c6-f9b8b53fa9f4	en
In diesem Beitrag wurde anhand von über 140.000 Befragten in 99 Surveys untersucht, ob Erhebungsformen einen Einfluss auf den Postmaterialismus-Index haben.	1	exploredata-ZA4460_Varq532a;exploredata-ZA4460_VarQ535b_12	ZA4460	12715	7c0dc68e-0551-4194-8ea7-48427bed47c8	de
Three exceptions arose, namely Canada, Poland and Bulgaria, where the DESO decreased.	0			57227	f965d59b-77fe-4221-8bca-3fd8f8fb54d6	en
Zwar zeigt sich auf der Einstellungsebene, dass egalitäre Geschlechterrollen an Bedeutung gewinnen und dass das Leitbild eines in Familie und Hausarbeit engagierten Vaters in modernen Gesellschaften immer stärker begrüßt wird.	1	exploredata-ZA3880_VarV11;exploredata-ZA3880_VarV13;exploredata-ZA3880_VarV12	ZA3880	21634	73d83e3e-c645-4f7b-a2fc-41197d93c668	de
We begin below by first discussing effects of cultural contexts, irrespective of whether a questionnaire was translated or not.	0			49153	61938f37-1315-4fd5-9a61-9bac4e395eea	en
Each question pertains to how close one would allow a foreign worker to approach one or one’s family.	0			19926	fa8025d1-dc4a-47dc-a858-ea1119d8159a	en
The Italian government had planned to have 25% of its electricity supplied by nuclear power by 2030.	0			61806	b83a5e9e-ddd0-4da1-9fd8-65d0bdcf026c	en
Within such contexts, the market logic is more important in determining how services get allocated among the population (Huber and Stephens 2000).	0			57506	879fcc70-7bfd-4890-94ed-82d7e1c9df8e	en
H5: Die Datenerhebungsstrategie der Umfrageinstitute beeinflusst das Ergebnis der Schätzung des Anteils von Postmaterialisten.	1	exploredata-ZA4460_Varq532a;exploredata-ZA4460_VarQ535b_12	ZA4460	12715	13b94b0c-ac70-4989-8ae8-8589b1f5496f	de
Dabei variiert der Anteil der Arbeitslosen, die von 2010 auf 2011 in den Arbeitsmarkt zurückfanden, zwischen 19% in Italien und 46% in Dänemark.	0			37769	c61083be-242c-4f74-8180-59ce6ebcb51b	de
Die Einstellungen der ostdeutschen Bevölkerung sind moderner als die der westdeutschen (H1).	1	exploredata-ZA4600_VarV794;unk	ZA4600	39445	f92f82fb-ccc7-4200-bcaf-1f814897efaf	de
Als Hauptkriterium für die Nähelogik ergibt sich, wenig überraschend, die Links-Rechts-Position der Parteien und der Befragten.	1	exploredata-ZA2209_VarV67;exploredata-ZA5431_VarV350;exploredata-ZA5431_VarV352;exploredata-ZA5431_VarV351;exploredata-ZA5431_VarV349;exploredata-ZA5677_VarV401;exploredata-ZA5431_VarV347;exploredata-ZA5431_VarV346;exploredata-ZA5431_VarV348	ZA5431;ZA2209;ZA5677	56981	942d4085-1861-44b8-9d82-5edc49f6a9ee	de
Thus, it has to be assumed that the formulation “feeling to be one with all” was either translated differently or that it does not transmit the intended notion of “mystical experience” to all respondents.	1	exploredata-ZA4950_VarV33;exploredata-ZA4950_VarV38	ZA4950	61751	479bacbc-cfbb-4a96-8d61-232620259dce	en
The ALLBUS data used include information on a number of potential covariates such as personal and occupational characteristics, attitudes and family background.	0			34392	b7bff5f0-64b7-42e9-b4fd-89ddaa4155e3	en
Schnell (1997: 98f.) festgestellt: Bei der Media-Analyse weisen bestimmte Institute einen überzufällig hohen Anteil an Nichterreichten auf.	0			12715	0dd3b342-0a00-458b-a2c1-c54bd49ed343	de
However, countries such as the United Kingdom, Hungary, and Slovakia experienced an increasing dependence on nuclear power in 2012 after the Fukushima accident [48].	0			61806	4e9773c0-3a69-4a61-acd9-bc13432a4371	en
Experimental studies also report contradictory evidence (e.g., Trump and White, 2018; Owuamalam and Spears, 2020), even when a sense of poverty (vs. affluence) is experimentally induced: people tend to show a greater inclination toward challenging unequal systems by, for example, a fair allocation of rewards to the relevant parties (Bratanova et al., 2016).	1	exploredata-ZA5400_VarV21;exploredata-ZA5400_VarV66	ZA5400	73106	16cfc536-f2dd-4e0c-a258-26262b3c1d1f	en
In our data sets there is some information on the political orientation of respondents measured on a ten-point (ALLBUS) or eleven-point (ESS) scale, ranging from 1 or 0 for extreme left to 10 for extreme right.	1	exploredata-ZA3700_VarV106	ZA3700	35933	1c56c6ed-e39c-4769-8a94-70987f136c6a	en
Those are mostly CATI interviews via random digit dialing.	0			39802	8e6ebbe4-bae4-46fc-b2e7-3428727303d6	en
Diejenigen, die in der ersten Welle arbeitslos waren, blieben in Magdeburg durchschnittlich länger in diesem Status.	1	exploredata-ZA4600_VarV219	ZA4600	34546	a6f4b5ec-4375-4607-9a9c-627b5ffda369	de
Following the six days war in 1967, Israel has begun to rely on non-citizen Arab workers from the West Bank and Gaza strip to perform mostly menial, low status, manual jobs (mostly in construction, agriculture and services) comprising about 8 percent of the Israeli labor force by the late 1980s (Semyonov and Lewin-Epstein, 1987).	0			19926	108b53fe-0518-40dc-8432-e7fcf6c38de5	en
Ein Vergleich mit den Wählerschaften anderer Parteien zu ihren Entstehungszeiten kann schließlich aufzeigen, ob die AfD aus dieser Perspektive mittelfristig das Potential aufweist, weitere Wahlerfolge zu erzielen.	0			51381	74796f77-2f74-4f42-98ff-50ea0ef241de	de
Then again, if the source question formulation is symmetrically organised and asks “to what extent do you agree or disagree with the following statements”, translators will be expected to convey this deliberately balanced phrasing, rather than producing something more like “Do you agree with the following statements?”.	0			49153	678e8096-8536-48d7-8cc7-9bc34d5e7ecd	en
Participants were then interviewed face-to-face at home in their respective national language.	0			61598	80b99a4e-62ed-4e67-b71d-e0e150caa0af	en
This survey was conducted in 2005 and examined social values on science and technology.	0			61806	a4a7744c-160d-4de8-8f2f-2de0b181f94b	en
Das Ziehen einer Stichprobe aus dem Einwohnermelderegister wurde zwar schon für den ALLBUS 1980 überlegt, jedoch aus Kostengründen nicht durchgeführt (Kirschner 1984: 118).	0			12715	48757ca5-601e-4ffb-b2c0-9a3015de03aa	de
Thus if a question includes the phrase “if any/if at all” (e.g., To what extent, if at all, do you …), which is a survey strategy to accommodate respondents for whom the question may not apply, translators would normally be expected to match this in translation.	0			49153	0c3179c4-5917-4706-8d58-e13f01bd7665	en
Weiterhin fällt auf, daß in den meisten der ökonomisch schwächeren Länder der Europäischen Union (Ostdeutschland, Portugal und Griechenland) ein leichter Anstieg verzeichnet werden kann, während die Lebenszufriedenheit in Belgien, Westdeutschland und Spanien im Laufe des Untersuchungszeitraums etwas absinkt.	1	exploredata-ZA2637_Varisocntry;exploredata-ZA2459_Varv19	ZA2459;ZA2637	21312	9e5f01b5-bfde-4391-8e55-58aef682cf23	de
Und im Umkehrschluss: Können bei einer graduellen Verbesserung einer Umweltqualität oder einzelner Umweltmedien überhaupt konkrete Aussagen über »Nutzen«zuwächse gemacht werden?	0			51971	b0ac6217-f75b-43a8-8012-543e457f1a1d	de
First, we did not cover the attitudes after the Fukushima nuclear accident.	1	exploredata-ZA4976_Varv130	ZA4976	61806	8ae9da31-5a91-4fda-bc05-88331093f85e	en
Die Regressionsdiagnostik von M3 zeigt, dass sechs von sieben Surveys, die einen kritischen Cooks-D-Wert haben (d.h. D > 4/N = 4/99), Quotenstichproben sind.	0			12715	227fba93-9176-44d1-890a-4f08f2a07f95	de
Many continue their journey, aiming to seek asylum and settle in Western and Central European nations [21].	0			61598	59d59929-9376-4cef-a9cb-8c42ad50d0ae	en
While the linguistic differences may not be great, the socio-cultural differences may result in differences of interpretation.	0			49153	59a8cbb4-2ccd-4b9b-81a1-f3b02740ee2e	en
Kim et al. [16] showed that men tend to accept nuclear power, regardless of the Fukushima accident.	1	exploredata-ZA4976_Varv136;exploredata-ZA4976_Varv130;exploredata-ZA4233_Varv670	ZA4233;ZA4976	61806	138c2c3a-8d61-4373-a051-c57edfb2c5cb	en
Even in countries that are latecomers to the import of foreign workers (i.e. Greece, Spain, Italy) anti-immigrants sentiments are evident (Baldwin-Edwards and Schain, 1994).	0			19926	ee420c5e-5bdb-4d8e-864f-3f5ce63e6d0c	en
